Lok Sabha,Member Name,Gender,Constituency Name,State Name,Party Name
Thirteenth Lok Sabha,Shri Namdeo Harbaji Diwathe,Male,Chimur,Maharashtra,Bharatiya Janata Party
Thirteenth Lok Sabha,Dr. Vallabhbhai Kathiria,Male,Rajkot,Gujarat,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Ram Raghunath Chaudhary,Male,Nagaur,Rajasthan,Indian National Congress
Thirteenth Lok Sabha,Shri Ram Tahal Choudhary,Male,Ranchi,Jharkhand,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Nand Kumar Singh Chauhan,Male,Khandwa,Madhya Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Sriram Chauhan,Male,Basti-SC,Uttar Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Ajay Singh Chautala,Male,Bhiwani,Haryana,Indian National Lok Dal
Thirteenth Lok Sabha,Dr. (Smt.) Chellamella Suguna Kumari,Female,Peddapalli-SC,Andhra Pradesh,Telugu Desam Party
Thirteenth Lok Sabha,Shri Ramesh Chennithala,Male,Mavelikara,Kerala,Indian National Congress
Thirteenth Lok Sabha,Shri Somnath Chatterjee,Male,Bolpur,West Bengal,-
Thirteenth Lok Sabha,Smt. Bhavna Devraj Chikhalia,Female,Junagadh,Gujarat,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri M. Chinnasamy,Male,Karur,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Smt. Santosh Chowdhary,Female,Hoshiarpur,Punjab,Indian National Congress
Thirteenth Lok Sabha,Shri Bikram Keshari Deo,Male,Kalahandi,Orissa,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri T.T.V. Dhinakaran,Male,Periyakulam,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Dr. Ram Chandra Dome,Male,Bolpur,West Bengal,Communist Party of India (Marxist)
Thirteenth Lok Sabha,Shri Shamsher Singh Dullo,Male,Ropar-SC,Punjab,Indian National Congress
Thirteenth Lok Sabha,Shri P.D. Elangovan,Male,Dharmapuri,Tamil Nadu,Pattali Makkal Katchi
Thirteenth Lok Sabha,Shri Pushpdan Shambhudan Gadhavi,Male,Kutch,Gujarat,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Jarbom Gamlin,Male,Arunachal West,Arunachal Pradesh,Indian National Congress
Thirteenth Lok Sabha,Shri Dilip Kumar Mansukhlal Gandhi,Male,Ahmednagar,Maharashtra,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Sontosh Mohan Dev,Male,Silchar,Assam,Indian National Congress
Thirteenth Lok Sabha,Shri Paban Singh Ghatowar,Male,Dibrugarh,Assam,Indian National Congress
Thirteenth Lok Sabha,Shri Rajen Gohain,Male,Nawgong,Assam,Bharatiya Janata Party
Thirteenth Lok Sabha,Smt. Sheela Gautam,Female,Aligarh,Uttar Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Prof. (Smt.) Kailasho Devi,Female,Kurukshetra,Haryana,Indian National Lok Dal
Thirteenth Lok Sabha,Shri A. Krishnaswamy,Male,Sriperumbudur-SC,Tamil Nadu,Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Shri Vijay Goel,Male,Chandni Chowk,Delhi,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri T. Govindan,Male,Kasaragod,Kerala,Communist Party of India (Marxist)
Thirteenth Lok Sabha,Shri Puttaswamy Gowda,Male,Hassan,Karnataka,Indian National Congress
Thirteenth Lok Sabha,Shri Anantrao Gudhe,Male,Amravati,Maharashtra,Shiv Sena
Thirteenth Lok Sabha,Shri Ajay Chakraborty,Male,Basirhat,West Bengal,Communist Party of India
Thirteenth Lok Sabha,Shri Chandra Shekhar,Male,Ballia,Uttar Pradesh,Samajwadi Janata Party (Rashtriya)
Thirteenth Lok Sabha,Shri Shankar Prasad Jaiswal,Male,Varanasi,Uttar Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Balarama Krishna Murthy Karnam,Male,Ongole,Andhra Pradesh,Telugu Desam Party
Thirteenth Lok Sabha,Dr. Arun Kumar,Male,Jahanabad,Bihar,Samata Party
Thirteenth Lok Sabha,Shri Sunil Dutt,Male,Mumbai-North-West ,Maharashtra,Indian National Congress
Thirteenth Lok Sabha,Smt. Bijoya Chakravarty,Female,Gauhati,Assam,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Santosh Kumar Gangwar,Male,Bareilly,Uttar Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri S. Jagathrakshakan,Male,Arakkonam,Tamil Nadu,Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Shri Pusp Jain,Male,Pali,Rajasthan,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Ramesh Chandappa Jigajinagi,Male,Bijapur,Karnataka,Bharatiya Janata Party
Thirteenth Lok Sabha,Dr. M. Jagannath,Male,Nagarkurnool,Andhra Pradesh,Indian National Congress
Thirteenth Lok Sabha,Shri Faggan Singh Kulaste,Male,Mandla-ST,Madhya Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri C. Kuppusami,Male,Chennai North,Tamil Nadu,Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Adv. Suresh Kurup,Male,Kottayam,Kerala,Communist Party of India (Marxist)
Thirteenth Lok Sabha,Shri Baliram Kashyap,Male,Bastar,Chhattisgarh,Independent
Thirteenth Lok Sabha,Shri Ashok Kumar Singh Chandel,Male,Hamirpur,Uttar Pradesh,Bahujan Samaj Party
Thirteenth Lok Sabha,Dr. Ramkrishna Kusmaria,Male,Khajuraho,Madhya Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Raghuvir Singh Kaushal,Male,Kota,Rajasthan,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Brijlal Khabri,Male,Jalaun-SC,Uttar Pradesh,Bahujan Samaj Party
Thirteenth Lok Sabha,Shri Babubhai Khimabhai Katara,Male,Dohad-ST,Gujarat,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Rattan Lal Kataria,Male,Ambala-SC,Haryana,Bharatiya Janata Party
Thirteenth Lok Sabha,Smt. Hema Gamang,Female,Koraput-ST,Orissa,Indian National Congress
Thirteenth Lok Sabha,Dr. Satyanarayan Jatiya,Male,Ujjain-SC,Madhya Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Smt. Sonia Gandhi,Female,Rae Bareli,Uttar Pradesh,Indian National Congress
Thirteenth Lok Sabha,Shri Manikrao Hodlya Gavit,Male,Nandurbar,Maharashtra,Indian National Congress
Thirteenth Lok Sabha,Dr. (Smt.) Beatrix DSouza,Female,Nominated Anglo-Indian,Tamil Nadu,Samata Party
Thirteenth Lok Sabha,Smt. Maneka Sanjay Gandhi,Female,Aonla,Uttar Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Chandrakant Bhaurao Khaire,Male,Aurangabad,Maharashtra,Shiv Sena
Thirteenth Lok Sabha,Shri Abul Hasnat Khan,Male,Jangipur,West Bengal,Communist Party of India (Marxist)
Thirteenth Lok Sabha,Shri Anant Gangaram Geete,Male,Raigad,Maharashtra,Shiv Sena
Thirteenth Lok Sabha,Shri Thaawar Chand Gehlot,Male,Shajapur-SC,Madhya Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri R.L. Jalappa,Male,Chikballapur,Karnataka,Indian National Congress
Thirteenth Lok Sabha,Shri Gowdar Mallikarjunappa,Male,Davangere,Karnataka,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Gordhanbhai Javia,Male,Porbandar,Gujarat,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Amir Alam Khan,Male,Kairana,Uttar Pradesh,Lok Dal (Secular)
Thirteenth Lok Sabha,Shri Khelsai Singh,Male,Surguja-ST,Chhattisgarh,Indian National Congress
Thirteenth Lok Sabha,Shri Mansoor Ali Khan,Male,Saharanpur,Uttar Pradesh,Bahujan Samaj Party
Thirteenth Lok Sabha,Ms. Bhavana Gawali (Patil),Female,Yavatmal-Washim,Maharashtra,Shiv Sena
Thirteenth Lok Sabha,Shri Vijay Kumar Khandelwal,Male,Betul,Madhya Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Akbor Ali Khandoker,Male,Serampore,West Bengal,All India Trinamool Congress
Thirteenth Lok Sabha,Shri Madan Lal Khurana,Male,Delhi Sadar,Delhi,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri N.N. Krishnadas,Male,Palghat,Kerala,Communist Party of India (Marxist)
Thirteenth Lok Sabha,Shri Khagen Das,Male,Tripura West,Tripura,Communist Party of India (Marxist)
Thirteenth Lok Sabha,Shri Rizwan Zaheer Khan,Male,Balrampur,Uttar Pradesh,Samajwadi Party
Thirteenth Lok Sabha,Shri Suresh Kodikunnil,Male,Mavelikkara,Kerala,Indian National Congress
Thirteenth Lok Sabha,Shri Chandresh Patel Kordia,Male,Jamnagar,Gujarat,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Samik Lahiri,Male,Diamond Harbour,West Bengal,Communist Party of India (Marxist)
Thirteenth Lok Sabha,Shri S.P. Lepcha,Male,Darjeeling,West Bengal,Communist Party of India (Marxist)
Thirteenth Lok Sabha,Shri M. Master Mathan,Male,Nilgiris,Tamil Nadu,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Padamsen Chaudhary,Male,Bahraich,Uttar Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Nikhil Kumar Choudhary,Male,Katihar,Bihar,Bharatiya Janata Party
Thirteenth Lok Sabha,Smt. Reena Choudhary,Female,Mohanlalganj-SC,Uttar Pradesh,Samajwadi Party
Thirteenth Lok Sabha,Shri A.B.A. Ghani Khan Choudhury,Male,Malda,West Bengal,Indian National Congress
Thirteenth Lok Sabha,Shri Adhir Ranjan Chowdhury,Male,Baharampur,West Bengal,Indian National Congress
Thirteenth Lok Sabha,Shri Bikash Chowdhury,Male,Asansol,West Bengal,Communist Party of India (Marxist)
Thirteenth Lok Sabha,Smt. Renuka Chowdhury,Female,Khammam,Andhra Pradesh,Indian National Congress
Thirteenth Lok Sabha,Shri Bhim Prasad Dahal,Male,Sikkim,Sikkim,Sikkim Democratic Front
Thirteenth Lok Sabha,Shri Dalit Ezhilmalai,Male,Tiruchirappalli,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Shri Raosaheb Patil Danve,Male,Jalna,Maharashtra,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Nepal Chandra Das,Male,Karimganj-SC,Assam,Indian National Congress
Thirteenth Lok Sabha,Shri Bandaru Dattatreya,Male,Secunderabad,Andhra Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Deepak Kumar,Male,Unnao,Uttar Pradesh,Samajwadi Party
Thirteenth Lok Sabha,Shri Mohanbhai Delkar,Male,Dadra and Nagar Haveli-ST,Dadra and Nagar Haveli,Bharatiya Navshakti Party
Thirteenth Lok Sabha,Sardar Zora Singh Mann,Male,Ferozepur,Punjab,Shiromani Akali Dal
Thirteenth Lok Sabha,Shri Murasoli Maran,Male,Chennai Central,Tamil Nadu,Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Shri Sukender Reddy Gutha,Male,Nalgonda,Andhra Pradesh,Indian National Congress
Thirteenth Lok Sabha,Shri Jawahar Lal Jaiswal,Male,Chandauli,Uttar Pradesh,Samajwadi Party
Thirteenth Lok Sabha,Shri Y.G. Mahajan,Male,Jalgaon,Maharashtra,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Bir Sing Mahato,Male,Purulia,West Bengal,All India Forward Bloc
Thirteenth Lok Sabha,Smt. Abha Mahato,Female,Jamshedpur,Jharkhand,Bharatiya Janata Party
Thirteenth Lok Sabha,Dr. K. Malaisamy,Male,Ramanathapuram,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Smt. Nivedita Mane,Female,Ichalkaranji,Maharashtra,Nationalist Congress Party
Thirteenth Lok Sabha,Shri Priya Ranjan Dasmunsi,Male,Raiganj,West Bengal,Indian National Congress
Thirteenth Lok Sabha,Shri Thomas Hansda,Male,Rajmahal-ST,Jharkhand,Indian National Congress
Thirteenth Lok Sabha,Shri Sadashivrao Dadoba Mandlik,Male,Kolhapur,Maharashtra,Independent
Thirteenth Lok Sabha,Shri Satyabrata Mookherjee,Male,Krishnanagar,West Bengal,Bharatiya Janata Party
Thirteenth Lok Sabha,Prof. Chaman Lal Gupta,Male,Udhampur,Jammu and Kashmir,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Abdul Hamid,Male,Dhubri,Assam,Indian National Congress
Thirteenth Lok Sabha,Shri Syed Shahnawaz Hussain,Male,Bhagalpur,Bihar,Bharatiya Janata Party
Thirteenth Lok Sabha,Captain Inder Singh,Male,Rohtak,Haryana,Indian National Lok Dal
Thirteenth Lok Sabha,Dr. Sushil Kumar Indora,Male,Sirsa-SC,Haryana,Indian National Lok Dal
Thirteenth Lok Sabha,Shri Suresh Ramrao Jadhav (Patil),Male,Parbhani,Maharashtra,Shiv Sena
Thirteenth Lok Sabha,Shri C.K. Jaffer Sharief,Male,Bangalore North,Karnataka,Indian National Congress
Thirteenth Lok Sabha,Dr. Madan Prasad Jaiswal,Male,Bettiah,Bihar,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Vinaya Katiyar,Male,Faizabad,Uttar Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Raghunath Jha,Male,Bettiah,Bihar,Rashtriya Janata Dal
Thirteenth Lok Sabha,Shri Bijoy Krishna Handique,Male,Jorhat,Assam,Indian National Congress
Thirteenth Lok Sabha,Dr. A.D.K. Jeyaseelan,Male,Tiruchendur,Tamil Nadu,Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Shri K.K. Kaliappan,Male,Gobichettipalayam,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Shri Kamal Nath,Male,Chhindwara,Madhya Pradesh,Indian National Congress
Thirteenth Lok Sabha,Shri Ram Singh Kaswan,Male,Churu,Rajasthan,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Sunil Khan,Male,Durgapur-SC,West Bengal,Communist Party of India (Marxist)
Thirteenth Lok Sabha,Shri Subhash Maharia,Male,Sikar,Rajasthan,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Parsuram Majhi,Male,Nowrangpur-ST,Orissa,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Savshibhai Makwana,Male,Surendranagar,Gujarat,Indian National Congress
Thirteenth Lok Sabha,Shri Srinivasulu Kalava,Male,Anantapur,Andhra Pradesh,Telugu Desam Party
Thirteenth Lok Sabha,Shri Shivaji Vithalrao Kamble,Male,Osmanabad-SC,Maharashtra,Shiv Sena
Thirteenth Lok Sabha,Shri M. Kannappan,Male,Tiruchengode,Tamil Nadu,Marumalarchi Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Shri Trilochan Kanungo,Male,Jagatsinghpur,Orissa,Biju Janata Dal
Thirteenth Lok Sabha,Shri Tribhuvan Dutt,Male,Akbarpur-SC,Uttar Pradesh,Bahujan Samaj Party
Thirteenth Lok Sabha,Dr. Murli Manohar Joshi,Male,Varanasi,Uttar Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Vinod Khanna,Male,Gurdaspur,Punjab,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Srichand Kripalani,Male,Chittorgarh,Rajasthan,Bharatiya Janata Party
Thirteenth Lok Sabha,"AVSM,Maj.Gen.(Retd.) Bhuwan Chandra Khanduri",Male,Garhwal,Uttarakhand,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Ramji Manjhi,Male,Gaya-SC,Bihar,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Jagannath Mallick,Male,Jajpur-SC,Orissa,Biju Janata Dal
Thirteenth Lok Sabha,Shri Subodh Mohite,Male,Ramtek,Maharashtra,Shiv Sena
Thirteenth Lok Sabha,Shri Ashok Namdeorao Mohol,Male,Khed,Maharashtra,Nationalist Congress Party
Thirteenth Lok Sabha,Shri A.K. Moorthy,Male,Chengalpattu,Tamil Nadu,Pattali Makkal Katchi
Thirteenth Lok Sabha,Shri Kailash Meghwal,Male,Tonk-SC,Rajasthan,Bharatiya Janata Party
Thirteenth Lok Sabha,Smt. Jayawanti Ben Navinchandra Mehta,Female,Mumbai-South,Maharashtra,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Ram Nagina Mishra,Male,Padrauna,Uttar Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Punnulal Mohale,Male,Bilaspur-SC,Chhattisgarh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Madhusudan Devram Mistry,Male,Sabarkantha,Gujarat,Indian National Congress
Thirteenth Lok Sabha,Shri Hannan Mollah,Male,Uluberia,West Bengal,Communist Party of India (Marxist)
Thirteenth Lok Sabha,Shri Brahmanand Mandal,Male,Monghyr,Bihar,Samata Party
Thirteenth Lok Sabha,Smt. Phoolan Devi,Female,Mirzapur,Uttar Pradesh,Samajwadi Party
Thirteenth Lok Sabha,Shri Bhartruhari Mahtab,Male,Cuttack,Odisha,Biju Janata Dal
Thirteenth Lok Sabha,Shri Sanat Kumar Mandal,Male,Joynagar,West Bengal,Revolutionary Socialist Party
Thirteenth Lok Sabha,Smt. Jaskaur Meena,Female,Sawai Madhopur-ST,Rajasthan,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Prabodh Panda,Male,Medinipur,West Bengal,Communist Party of India
Thirteenth Lok Sabha,Shri Naveen Patnaik,Male,Aska,Orissa,Biju Janata Dal
Thirteenth Lok Sabha,Shri Ambati Brahmanaiah,Male,Machilipatnam,Andhra Pradesh,Telugu Desam Party
Thirteenth Lok Sabha,Sardar Jagmeet Singh Brar,Male,Faridkot,Punjab,Indian National Congress
Thirteenth Lok Sabha,Shri Rajesh Pilot,Male,Dausa,Rajasthan,Indian National Congress
Thirteenth Lok Sabha,Shri Prabhunath Singh,Male,Maharajganj,Bihar,Rashtriya Janata Dal
Thirteenth Lok Sabha,Shri Kunwar Sarvraj Singh,Male,Aonla,Uttar Pradesh,Janata Dal (United) 
Thirteenth Lok Sabha,Shri Lakshman Singh,Male,Rajgarh,Madhya Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Maheshwar Singh,Male,Mandi,Himachal Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Radha Mohan Singh,Male,Purvi Champaran,Bihar,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Ram Prasad Singh,Male,Arrah,Bihar,Rashtriya Janata Dal
Thirteenth Lok Sabha,Shri Ramanand Singh,Male,Satna,Madhya Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Ram Jeevan Singh,Male,Balia,Bihar,Janata Dal (United) 
Thirteenth Lok Sabha,Shri Rampal Singh,Male,Domariaganj,Uttar Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Dr. Ram Lakhan Singh,Male,Bhind,Madhya Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Rajkumari Ratna Singh,Female,Pratapgarh,Uttar Pradesh,Indian National Congress
Thirteenth Lok Sabha,Shri Vishvendra Singh,Male,Bharatpur,Rajasthan,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Manoj Sinha,Male,Ghazipur,Uttar Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Smt. Renu Kumari Singh,Female,Khagaria,Bihar,Samata Party
Thirteenth Lok Sabha,Smt. Shyama Singh,Female,Aurangabad,Bihar,Indian National Congress
Thirteenth Lok Sabha,Shri Yashwant Sinha,Male,Hazaribagh,Jharkhand,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri V.S. Sivakumar,Male,Trivandrum,Kerala,Indian National Congress
Thirteenth Lok Sabha,Shri Bhupendrasinh Prabhatsinh Solanki,Male,Godhra,Gujarat,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Kirit Somaiya,Male,Mumbai-North-East ,Maharashtra,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Vinay Kumar Sorake,Male,Udupi,Karnataka,Indian National Congress
Thirteenth Lok Sabha,Shri C. Sreenivaasan,Male,Dindigul,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Shri V.M. Sudheeran,Male,Alleppey,Kerala,Indian National Congress
Thirteenth Lok Sabha,Shri Shibu Soren,Male,Dumka,Jharkhand,Jharkhand Mukti Morcha
Thirteenth Lok Sabha,Shri D.C. Srikantappa,Male,Chikmagalur,Karnataka,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Ganta Srinivasa Rao,Male,Anakapalli,Andhra Pradesh,Telugu Desam Party
Thirteenth Lok Sabha,Shri Moni Kumar Subba,Male,Tezpur,Assam,Indian National Congress
Thirteenth Lok Sabha,Shri Ramsheth Thakur,Male,Kulaba,Maharashtra,Peasants And Workers Party of India
Thirteenth Lok Sabha,Shri Bodakunti Venkateshwarlu,Male,Warangal,Andhra Pradesh,Telugu Desam Party
Thirteenth Lok Sabha,Shri Beni Prasad Verma,Male,Gonda,Uttar Pradesh,Indian National Congress
Thirteenth Lok Sabha,Shri Ramji Lal Suman,Male,Firozabad-SC,Uttar Pradesh,Samajwadi Party
Thirteenth Lok Sabha,Dr. Raghuvansh Prasad Singh,Male,Vaishali,Bihar,Rashtriya Janata Dal
Thirteenth Lok Sabha,Dr. Raman Singh,Male,Rajnandgaon,Chhattisgarh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri M.A. Kharabela Swain,Male,Balasore,Orissa,Bharatiya Janata Party
Thirteenth Lok Sabha,Smt. Sangeeta Kumari Singh Deo,Female,Bolangir,Orissa,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Ishwar Dayal Swami,Male,Karnal,Haryana,Bharatiya Janata Party
Thirteenth Lok Sabha,Smt. Jayaben B. Thakkar,Female,Baroda,Gujarat,Bharatiya Janata Party
Thirteenth Lok Sabha,Dr. Samudrala Venugopal Chary,Male,Adilabad,Andhra Pradesh,Telugu Desam Party
Thirteenth Lok Sabha,Thiru Danapal Venugopal,Male,Tiruvannamalai,Tamil Nadu,Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Prof.(Smt.) Rita Verma,Female,Dhanbad,Jharkhand,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Ravi Prakash Verma,Male,Kheri,Uttar Pradesh,Samajwadi Party
Thirteenth Lok Sabha,Smt. Dumpa Mary Vijayakumari,Female,Bhadrachalam-ST,Andhra Pradesh,Telugu Desam Party
Thirteenth Lok Sabha,Shri A.K.S. Vijayan,Male,Nagapattinam,Tamil Nadu,Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Chaudhary Tejveer Singh,Male,Mathura,Uttar Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Dr. Virendra Kumar,Male,Tikamgarh,Madhya Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Su Thirunavukkarasar,Male,Pudukkottai,Tamil Nadu,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri P.C. Thomas,Male,Muvattupuzha,Kerala,Kerala Congress
Thirteenth Lok Sabha,Dr. Chandreshwar Prasad Thakur,Male,Patna,Bihar,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Lal Bihari Tiwari,Male,East Delhi,Delhi,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Sunder Lal Tiwari,Male,Rewa,Madhya Pradesh,Indian National Congress
Thirteenth Lok Sabha,Dr. Ramesh Chand Tomar,Male,Hapur,Uttar Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Tarit Baran Topdar,Male,Barrackpore,West Bengal,Communist Party of India (Marxist)
Thirteenth Lok Sabha,Shri Ram Naresh Tripathi,Male,Seoni,Madhya Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Braja Kishore Tripathy,Male,Puri,Orissa,Biju Janata Dal
Thirteenth Lok Sabha,Shri Yemparala Venkateswara Rao,Male,Guntur,Andhra Pradesh,Telugu Desam Party
Thirteenth Lok Sabha,Shri Prakash Mani Tripathi,Male,Deoria,Uttar Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Tarlochan Singh Tur,Male,Tarn Taran,Punjab,Shiromani Akali Dal
Thirteenth Lok Sabha,Sadhvi Uma Shree Bharati,Female,Bhopal,Madhya Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Venkata Krishnam Raju Uppalapati,Male,Narasapur,Andhra Pradesh,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Ratilal Kalidas Varma,Male,Dhandhuka-SC,Gujarat,Bharatiya Janata Party
Thirteenth Lok Sabha,Shri Vaiko,Male,Sivakasi,Tamil Nadu,Marumalarchi Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Shri V. Vetriselvan,Male,Krishnagiri,Tamil Nadu,Dravida Munnetra Kazhagam
Thirteenth Lok Sabha,Prof. Ummareddy Venkateswarlu,Male,Tenali,Andhra Pradesh,Telugu Desam Party
Thirteenth Lok Sabha,Shri Rajesh Verma,Male,Sitapur,Uttar Pradesh,Bahujan Samaj Party
Thirteenth Lok Sabha,Shri Sujan Singh Bundela,Male,Jhansi,Uttar Pradesh,Indian National Congress
Thirteenth Lok Sabha,Shri Chintaman Navsha Wanaga,Male,Dahanu-ST,Maharashtra,Bharatiya Janata Party
Thirteenth Lok Sabha,Dr.(Kum.) Girija Vyas,Female,Chittorgarh,Rajasthan,Indian National Congress
Thirteenth Lok Sabha,Col.(Retd.) Sona Ram Choudhary,Male,Barmer,Rajasthan,Indian National Congress
Thirteenth Lok Sabha,Shri Sansuma Khunggur Bwiswmuthiary,Male,Kokrajhar,Assam,Bodoland Peoples Front
Thirteenth Lok Sabha,Shri Kambalapadu E. Krishnamurthy,Male,Kurnool,Andhra Pradesh,Telugu Desam Party
Thirteenth Lok Sabha,Shri Tarun Gogoi,Male,Kaliabor,Assam,Indian National Congress
Thirteenth Lok Sabha,Vaidya Vishnu Datt,Male,Jammu,Jammu and Kashmir,Bharatiya Janata Party
Thirteenth Lok Sabha,Smt. Vijaya Kumari Ganti,Female,Amalapuram-SC,Andhra Pradesh,Telugu Desam Party
Thirteenth Lok Sabha,Shri Jitendra Prasada,Male,Shahjahanpur,Uttar Pradesh,Indian National Congress
Thirteenth Lok Sabha,Shri Shyam Lal Bansiwal,Male,Tonk-SC,Rajasthan,Bharatiya Janata Party,
Fourteenth Lok Sabha,Shri Basudeb Acharia,Male,Bankura,West Bengal,Communist Party of India (Marxist),West Bengal 
Fourteenth Lok Sabha,Shri Lal Krishna Advani,Male,Gandhinagar,Gujarat,Bharatiya Janata Party,Gujarat 
Fourteenth Lok Sabha,Shri Ramesh Bais,Male,Raipur,Chhattisgarh,Bharatiya Janata Party,Chhattisgarh 
Fourteenth Lok Sabha,Shri Mani Shankar Aiyar,Male,Mayiladuturai,Tamil Nadu,Indian National Congress,Tamil Nadu 
Fourteenth Lok Sabha,Shri Ramesh Dube,Male,Mirzapur,Uttar Pradesh,Bahujan Samaj Party,Uttar Pradesh 
Fourteenth Lok Sabha,Shri Basangouda Patil,Male,Bijapur,Karnataka,Bharatiya Janata Party,Karnataka 
Fourteenth Lok Sabha,Shri Rajesh Ranjan (Pappu Yadav),Male,Madhepura,Bihar,Rashtriya Janata Dal,Bihar 
Fourteenth Lok Sabha,Shri S. Ajaya Kumar,Male,Ottapalam-SC,Kerala,Communist Party of India (Marxist),Kerala 
